일자,세대명,위치,공종,부위,하자유형,미처리하자
2018-02-23 13:56:32,837동 8773호,침실,건축,벽,침실 벽체 튀어나옴,-
2021-10-17 02:06:34,804동 8905호,현관,건축,,신발장 안에 선반이 제대로 조작되어 있지 않아요.,-
2020-03-07 09:45:37,199동 2262호,화장실,건축,,화장실 문 주변 들뜸,-
2021-09-23 15:41:54,937동 5376호,현관,건축,벽,현관 앞 방문입구쪽 벽지 구멍,-
2021-05-11 19:26:33,693동 7762호,거실,전기,벽,거실 비디오폰에 표시가 미비합니다.,-
2022-02-14 17:03:03,913동 7760호,화장실,설비,,화장실 배수불량,-
2022-04-13 01:11:18,189동 5700호,다용도실,건축,벽,다용도실 벽면에 시멘트가 벗겨지고 있어서 보수가 필요해 보임,-
2021-05-19 13:19:59,283동 5406호,침실,건축,,침실 창문 오염(시멘트 흔적),-
2021-11-26 11:47:42,726동 5138호,거실,건축,벽,거실 난방조절기 제어불량합니다.,-
2020-12-06 03:49:17,326동 5423호,전열교환실,건축,천장,전열교환기실 천장에 시멘트가 벗겨지고 안쪽 벽에 균열가 있음,-
2021-10-01 16:25:32,432동 9931호,전열교환실,건축,바닥,전열교환기실 바닥 줄눈이 중간중간 처리되어 있지 않음,-
2018-10-30 14:55:14,425동 6395호,화장실,설비,,화장실 샤워기 물샘,-
2018-05-09 22:56:44,721동 9512호,침실,건축,,침실 난방조절기 패드 사용 시 두 번 터치해야 작동,-
2022-11-13 00:03:31,239동 9638호,침실,건축,,침실 방문 손잡이 고장,-
2019-01-06 00:51:02,594동 5194호,,건축,벽,전체적으로 창문 결로 현상이 심해서 벽지에 색있는 곰팡이가 퍼져요.,-
2020-12-16 22:53:50,788동 6702호,침실 화장실,건축,,침실 화장실 샤워 박스 하단 타일 실금,-
2021-05-22 10:30:15,789동 6978호,대피공간,건축,바닥,대피공간 바닥타일 줄눈 불량하고 이물질 껴있음,-
2018-08-23 14:50:38,678동 1534호,드레스룸,건축,바닥,드레스룸 바닥 찍힘,-
2022-08-27 11:14:22,532동 7517호,다용도실,건축,천장,다용도실 천장 균열,-
2021-10-19 13:28:23,642동 9927호,침실 발코니,건축,천장,침실 바로니 천장에 시멘트 마감이 되지 않았고 오염이 심함,-
2018-12-14 20:03:38,738동 2165호,거실,건축,벽,거실 벽이 부분 부분 검정색으로 오염되어 있음.,-
2018-12-27 11:22:20,801동 4021호,화장실,건축,벽,화장실 거울 깨짐,-
2021-07-07 19:15:24,740동 153호,,전기,,인터폰 소리가 기계음처럼 들림,-
2021-03-23 04:33:15,361동 4494호,다용도실,건축,,다용도실 창문에 결로현상이 심하게 발생해서 물방울이 맺힘,-
2019-10-17 17:25:23,946동 6137호,거실,건축,,"거실 창문에 방충망이 설치가 안되어 있고, 창틀이 오염 됐어요.",-
2019-04-20 01:52:49,118동 1615호,주방,건축,바닥,씽크대 쪽 걸레받이 고정되지 않음,-
2018-06-13 05:03:49,953동 6763호,주방,건축,,"주방 아이랜드 식탁 오른쪽 부분이 깨져있고, 파손되어 있어요.",-
2020-04-01 13:56:38,593동 2958호,화장실,건축,,화장실 욕조 홈패어 있음,-
2018-04-16 21:35:51,689동 5216호,화장실,설비,,화장실 변기 뚜껑 불량,-
2019-04-28 04:17:59,126동 4266호,화장실,설비,,화장실 수전꽂이 불량,-
2020-02-08 14:52:05,229동 5268호,화장실,건축,,화장실 세면대 위 대리석 금 가고 모서리 부분 깨져 있음.,-
2019-12-23 03:02:49,944동 9094호,거실,설비,천장,거실 시스템에어컨 물 떨어짐,-
2020-03-29 04:01:43,288동 6344호,침실,전기,벽,침실 스마트 패드가 작동을 안해요,-
2018-05-09 12:20:12,804동 7129호,화장실,설비,,화장실 샤워부스 유리문 개폐 불량합니다.,-
2021-11-13 09:24:31,676동 5149호,현관,건축,,현관 도어락 기스가 많이 나있어요.,-
2022-11-14 00:05:11,519동 1644호,드레스룸,건축,,드레스룹 수납장 조작불량,-
2021-09-01 02:46:33,481동 8926호,화장실,설비,,화장실 욕조 부착상태와 실리콘 처리가 불량,-
2018-10-10 07:07:33,814동 8387호,다용도실,건축,벽,다용도실 벽체 금이 나있음,-
2020-01-07 04:19:28,216동 9418호,주방,건축,바닥,주방 걸레받이 시공이 불량하고 오염된 부분도 처리 부탁드립니다.,-
2021-05-13 07:37:33,339동 5320호,주방,건축,,주방 발코니 타일이 두 세장 깨져있고 줄눈에 오염이 심해요.,-
2020-04-20 13:16:12,792동 8988호,발코니,건축,벽,발코니 벽면 모서리 실크랙,-
2021-03-23 04:33:15,361동 4494호,다용도실,건축,,다용도실 창문에 결로현상이 심하게 발생해서 물방울이 맺힘,-
2020-09-24 20:20:03,850동 1079호,거실,건축,벽,거실 벽체 도배 마감 미흡,-
2018-06-30 22:14:17,133동 1635호,침실,건축,,침실 방문틀 옆에 벽지가 다 떠 있어요.,-
2018-06-12 10:41:00,837동 5152호,주방,건축,,주방 오븐 아래 서랍 닫히지 않음,-
2018-06-19 13:34:34,985동 4718호,침실,건축,,침실 방문이 밖에 바람불면 흔들려요,-
2022-02-24 21:48:29,844동 7057호,다용도실,건축,천장,다용도실 천장에 시멘트가 벗겨지고 균열감,-
2022-05-07 17:53:15,399동 8115호,침실,건축,바닥,침실 걸레받이 쪽 도배 마감이 제대로 되지 않아서 다 들떠있어요.,-
2020-01-27 09:40:09,921동 680호,화장실,설비,,화장실 샤워기 수압불량하고 가끔 안 나옴,-
2020-01-14 17:31:43,782동 3825호,다용도실,건축,,다용도실 페이트칠 미처리,-
2020-03-12 05:17:18,434동 5401호,다용도실,전기,천장,다용도실 전등에서 소음이 남,-
2020-01-14 17:31:43,782동 3825호,다용도실,건축,,다용도실 페이트칠 미처리,-
2020-03-01 18:32:15,205동 6480호,침실,건축,,침실 방문 개폐불량,-
2021-01-05 09:56:11,220동 4455호,거실,전기,벽,거실 아트월 쪽 콘센트에 코드를 꽂아도 전원이 들어오지 않아요. 콘센트 점검 필요.,-
2019-09-30 06:30:53,579동 3624호,주방,건축,,주방 씽크대 하부장 경첩불량,-
2019-01-11 04:25:31,651동 6884호,주방,설비,,환기후드 이상한 소음 들림,-
2018-08-13 22:10:08,389동 1908호,드레스룸,건축,,드레스룸 옷 선반 불량,-
2020-05-30 19:43:05,166동 1683호,침실 발코니,설비,바닥,침실 발코니 배수 불량하고 냄새남,-
2020-09-27 10:31:57,987동 9668호,거실,건축,,거실 난방을 틀어도 따뜻해 지지가 않아요.,-
2022-10-19 02:35:18,710동 9820호,화장실,설비,,화장실 환기할 때 소리가 이상하게 남,-
2020-07-03 05:47:58,725동 4729호,화장실,설비,,화장실 변기 수압이 매우 약해요,-
2019-11-28 03:39:23,777동 5417호,화장실,건축,,화장실 욕실장 손잡이 파손,-
2021-06-09 16:45:06,655동 6186호,침실,전기,벽,침실 콘센트 부착상태가 불량해요.,-
2018-01-30 19:58:08,720동 1002호,거실,설비,,거실 에어컨 리모컨 버튼이 눌리지 않음,-
2021-04-28 22:46:45,858동 3234호,침실 발코니,전기,천장,침실 발코니 전등에 불이 안들어옴,-
2020-03-01 18:32:15,205동 6480호,침실,건축,,침실 방문 개폐불량,-
2022-10-24 17:19:57,573동 9757호,화장실,설비,,화장실 샤워부스 유리 부착상태가 좋지 않아요. 급한 보수 필요,-
2018-03-06 14:50:49,182동 3117호,,건축,,전체적으로 바닥이 너무 약해서 손봐주실 필요가 있음,-
2022-09-19 10:05:43,192동 2341호,,전기,,1층에서 세대 호출하면 인터폰에서 화면이 안뜸,-
2018-07-16 06:32:12,432동 4381호,거실,건축,바닥,거실 바닥 여러군데 찍힘,-
2022-03-18 11:10:14,593동 6957호,현관,전기,벽,현관 배전함 문 댐퍼 고장,-
2018-05-21 20:49:04,250동 6893호,주방,건축,벽,주방 벽타일 줄눈 불량,-
2022-11-02 05:34:37,992동 4413호,거실,건축,,거실 이중 창문 사이에 이물질이 많이 있음,-
2018-04-28 04:47:05,765동 6249호,침실,전기,천장,침실 전등 두 번째 교체하였으나 불 들어오지 않음,-
2022-07-23 14:53:28,799동 760호,주방,건축,,씽크대 하부장에서 열릴 때 소리남,-
2018-08-08 09:38:49,814동 9784호,거실,건축,,거실 창문 결로,-
2020-05-01 03:45:38,648동 9489호,거실,건축,벽,거실 복도 벽 도배하지 않은 부분에 찍힘 현상이 많이 있습니다.,-
2022-12-18 13:31:13,288동 5251호,거실,건축,바닥,거실 바닥 수평불량,-
2020-04-01 13:56:38,593동 2958호,화장실,건축,,화장실 욕조 홈패어 있음,-
2018-11-16 14:55:49,280동 8433호,주방,건축,,냉장고 수납 틀 찍히고 오염됨.,-
2022-05-20 05:26:38,417동 9263호,화장실,전기,벽,화장실 전등 스위치 탈락됨,-
2022-08-16 22:02:56,774동 3135호,침실,설비,,침실 수전에 기스랑 도색이 제대로 되어 있지 않아요.,-
2019-01-26 06:47:00,666동 6744호,침실,건축,벽,침실 창문에 결로가 심해서 그 주위로 곰팡이가 피어요.,-
2020-02-29 22:33:42,399동 1262호,거실,건축,벽,거실 벽지가 들뜨고 찢어져서 보수가 필요함,-
2020-11-30 13:13:22,814동 2698호,침실,설비,,"침실 샤워부스 유리문 손잡이 도색이 덜 되어 있고, 까끌거려요.",-
2019-04-25 23:42:50,558동 4569호,전열교환실,건축,바닥,전열교환기실 바닥 타일이 깨져있고 줄눈 마무리가 제대로 안되어있음,-
2022-07-03 02:26:17,191동 3258호,대피공간,설비,천장,대피공간 감지기 미설치,-
2021-01-06 13:54:45,914동 6125호,거실,건축,천장,거실 천장 도배 들뜸,-
2020-03-12 05:17:18,434동 5401호,다용도실,전기,천장,다용도실 전등에서 소음이 남,-
2019-09-05 20:31:41,322동 3276호,주방,설비,,주방 시스템 에어컨 누수,-
2021-02-23 23:07:50,774동 8468호,침실,건축,,침실 커튼 박스 부분에 도배가 제대로 되어있지 않아요.,-
2018-05-08 12:24:47,145동 2898호,거실,건축,바닥,거실 걸레받이 찍힘,-
2018-01-10 17:37:31,757동 6953호,침실,건축,,침실 난방을 틀어도 따뜻해지지 않아요.,-
2019-05-19 10:16:29,560동 8643호,침실 화장실,건축,,침실 화장실 타일 오염,-
2021-12-22 22:54:10,336동 3265호,거실,건축,"바닥,벽",비 올 때 누수로 인해서 안에 거실 바닥까지 썩고 벽지까지 곰팡이 남,-
2019-10-27 17:55:11,395동 8812호,화장실,설비,,화장실 욕조 안에 부분이 상당히 오염되어 있습니다.,-
2019-12-09 21:48:55,634동 9013호,거실 발코니,건축,,거실 발코니 창 심하게 기스 남,-
2021-12-01 22:09:50,817동 7124호,침실,건축,벽,침실 벽 오른쪽 상단부분 누수,-
2022-09-24 10:02:53,205동 6724호,화장실,설비,,화장실 변기 뚜껑 제품 불량,-
2022-07-02 11:13:45,520동 4443호,현관,건축,,현관문 도어체크 고장,-
2019-12-18 19:17:04,707동 3979호,드레스룸,건축,,드레스룸 선반 왼쪽 부분이 찍히고 파손됐어요,-
2018-08-13 21:50:27,302동 5453호,거실,건축,벽,거실 창호 옆 벽 누수로 인한 벽지 교체,-
2020-11-23 19:39:56,633동 7982호,거실,건축,바닥,거실 걸레받이 부착 불량,-
2022-07-12 20:56:15,636동 3617호,거실,전기,벽,거실 콘센트 오염,-
2022-05-20 05:26:38,417동 9263호,화장실,전기,벽,화장실 전등 스위치 탈락됨,-
2021-11-26 21:57:59,284동 7070호,침실,건축,벽,침실 벽 도배불량,-
2020-06-13 18:09:41,776동 9932호,대피공간,전기,천장,대피공간 소등 불량,-
2021-10-22 08:39:12,619동 1728호,거실,건축,벽,거실 난방조절기 오작동,-
2020-01-08 17:23:05,284동 9777호,현관,건축,,현관 신발장 개페불량,-
2022-03-12 12:43:56,790동 959호,주방,전기,천장,주방 천장 전등이 간헐적으로 깜빡거려요.,-
2022-06-14 01:37:11,236동 1286호,거실,건축,벽,거실 아트월 하단 수평이 맞지 않아 교체 요구하였으나 미처리.,-
2020-04-30 11:34:59,123동 9351호,거실,설비,천장,거실 환기구 커버 탈락,-
2018-01-30 19:58:08,720동 1002호,거실,설비,,거실 에어컨 리모컨 버튼이 눌리지 않음,-
2021-10-01 04:10:04,126동 480호,대피공간,건축,벽,대피공간 벽체 균열,-
2020-06-20 11:23:55,351동 3869호,거실,건축,벽,거실 아트월 반대편 벽지에 신발 자국 등 오염이 심해요.,-
2022-02-19 12:39:55,158동 9125호,,전기,벽,분전반 부착상태 불량,-
2021-08-24 12:22:35,106동 8899호,거실,건축,,거실 복도 도배,-
2022-06-19 17:26:07,774동 8295호,,전기,벽,통신함 부착상태 불량,-
2019-06-10 04:32:19,224동 6292호,주방,설비,천장,주방 감지기가 고정이 제대로 안되어 있어요.,-
2018-11-13 21:24:02,207동 6087호,발코니,건축,,발코니 결로 심함,-
2021-12-02 13:09:30,938동 500호,전열교환실,건축,천장,전열교환실 천장 시멘트 균열,-
2021-07-01 23:50:43,645동 3746호,화장실,설비,,화장실 샤워기 불량,-
2018-11-13 21:24:02,207동 6087호,발코니,건축,,발코니 결로 심함,-
2022-09-01 09:42:12,460동 4420호,거실,건축,바닥,거실 바닥 들뜸 하자 보수 진행하였으나 여전히 들뜬 곳 있음. 조치 바람,-
2020-12-03 16:38:43,909동 5877호,주방,건축,천장,주방 몰딩 오염됨,-
2022-11-19 09:57:39,959동 8467호,거실,건축,벽,거실 아트월 하단 수평이 맞지 않음,-
2018-02-17 10:24:51,902동 846호,화장실,설비,,화장실 환기 잘 안됨,-
2018-01-31 18:23:55,402동 5322호,화장실,건축,,화장실 욕조 오른쪽 실리콘 곰팡이와 변색이 심함.,-
2022-02-25 05:36:47,158동 4972호,화장실,건축,,화장실 줄눈이 불량하네요. 다시 보수 부탁드립니다.,-
2022-11-11 10:19:20,468동 8035호,대피공간,건축,,대피공간 창문 잠금기능 불량,-
2018-11-05 19:37:35,730동 927호,침실 발코니,건축,,침실 발코니 방충망이 누락된거같아요 빠른 조치 필요합니다.,-
2020-07-11 12:31:36,202동 4822호,주방,건축,천장,주방 천장벽지 들뜸 하자보수 하였으나 여전히 들떠있음,-
2019-01-01 15:51:08,921동 5895호,화장실,건축,"바닥,벽","화장실 바닥, 벽 타일 줄눈이 심하게 오염되어 있음",-
2018-05-21 20:49:04,250동 6893호,주방,건축,벽,주방 벽타일 줄눈 불량,-
2018-03-06 13:09:00,829동 4941호,침실,건축,,침실 방충망이 바람만 불면 심하게 덜컹거려요.,-
2021-05-04 20:35:22,548동 2937호,화장실,설비,,화장실 수건걸이 나사 파손,-
2018-04-07 03:43:52,621동 8120호,현관,건축,,현관 대리석 줄눈 오염,-
2019-06-25 01:38:09,751동 7234호,,전기,,인터폰 소리가 안들림,-
2022-01-30 09:17:02,611동 7134호,주방,건축,,"주방 아일랜드 식탁이 심하게 오염되어 있고, 기스 나있어요.",-
2019-08-15 08:05:42,167동 5465호,전열교환실,전기,벽,전열교환기실 콘센트에 코드를 꽂아도 전원이 안들어옴,-
2021-12-20 16:45:48,679동 6100호,다용도실,설비,"천장,벽","다용도실에 환기가 잘 안돼서 천장, 벽면에 곰팡이가 생김",-
2020-06-05 08:44:24,408동 7999호,침실,전기,천장,침실 감지기 떨어짐,-
2022-11-25 20:53:55,165동 4413호,주방,설비,,주방 환기후드 위 상부장 문안닫힘,-
2021-02-24 10:07:21,667동 695호,현관,건축,바닥,현관 거실 방향 출입구 바닥 대리석 균열,-
2022-07-20 03:01:54,701동 1564호,화장실,건축,,화장지 걸이 설치 불량 및 녹이 슬었음 교체 필요,-
2021-07-15 19:28:32,743동 5745호,화장실,건축,,화장실 세면대 위 대리석 파손,-
2019-08-15 23:36:55,694동 864호,침실,건축,,침실 방충망이 중간에 찢어져 있어요.,-
2019-12-15 06:51:34,914동 3010호,화장실,전기,천장,화장실 전등 센서불량,-
2018-09-08 15:28:14,675동 9448호,침실 발코니,건축,천장,침실 발코니 천장에 시멘트가 벗겨짐,-
2018-07-23 07:27:22,786동 2657호,거실 복도,건축,바닥,거실 복도 바닥 파손,-
2018-02-13 17:14:45,717동 150호,주방,설비,,환기후드 작동불량,-
2018-09-02 06:43:38,990동 3370호,주방,설비,,주방 씽크대 수전류에서 물의 수압이 너무 약해요.,-
2021-09-11 21:47:40,675동 3498호,침실,설비,천장,침실 에어컨 바람이 약함,-
2018-06-16 16:09:10,396동 8045호,주방,설비,,씽크대 수전류 물 나오는 방식이 변환이 안돼요.,-
2022-09-01 09:42:12,460동 4420호,거실,건축,바닥,거실 바닥 들뜸 하자 보수 진행하였으나 여전히 들뜬 곳 있음. 조치 바람,-
2020-09-27 10:31:57,987동 9668호,거실,건축,,거실 난방을 틀어도 따뜻해 지지가 않아요.,-
2019-05-23 20:37:22,360동 2961호,화장실,설비,바닥,화장실 양변기 밑에 일부분이 파손되어 교체 필요합니다.,-
2018-10-07 13:42:59,842동 4923호,침실 화장실,건축,,침실 화장실 타일 균열,-
2021-12-25 20:19:00,718동 4233호,거실,건축,,거실 창문 방충망 없음,-
2019-05-27 23:57:50,668동 1846호,침실,설비,천장,침실 에어컨 배선 나와있고 마감처리 부탁드릴게요.,-
2020-06-25 12:35:32,279동 5152호,거실,전기,벽,거실 월패드가 밑에 부분이 파손되어 있어요.,-
2019-08-16 07:10:04,218동 6246호,대피공간,전기,천장,대피공간 전등 부착상태 불량 및 파손,-
2021-08-11 04:58:36,892동 8670호,거실,건축,,거실 창호에 빗물이 들어옴,-
2022-11-13 12:11:03,885동 4920호,드레스룸,건축,,드레스룸 선반 누락,-
2020-06-17 23:19:48,705동 8151호,화장실,건축,,화장실 문틀 수평불량,-
2022-02-25 05:36:47,158동 4972호,화장실,건축,,화장실 줄눈이 불량하네요. 다시 보수 부탁드립니다.,-
2019-12-19 08:21:57,737동 6571호,"거실, 방",건축,,"거실, 방의 문틀 물받이 부분 실리콘 마감 불량",-
2021-04-27 14:37:31,583동 7199호,거실,건축,벽,거실 벽체 오염,-
2020-06-17 23:19:48,705동 8151호,화장실,건축,,화장실 문틀 수평불량,-
2018-11-06 04:59:15,229동 7657호,거실,건축,,거실 창문 물방을 맺힘이 심해 밑에 물 고임,-
2019-10-26 08:37:30,900동 8190호,주방,건축,벽,주방 냉장고 자리 콘센트가 안돼요.,-
2018-06-30 22:14:17,133동 1635호,침실,건축,,침실 방문틀 옆에 벽지가 다 떠 있어요.,-
2019-02-22 14:32:49,190동 3123호,발코니,설비,,발코니 수도꼭지가 돌릴 때 뻑뻑해요.,-
2020-04-01 23:38:51,893동 8712호,거실,건축,,거실 도배 일부 찢어짐,-
2018-03-18 20:26:37,200동 9772호,거실,설비,천장,거실 스프링클러 파손,-
2018-08-28 22:59:19,278동 8779호,화장실,건축,,화장실 장 왼쪽 상단부 파손,-
2019-05-28 03:43:34,852동 9866호,화장실,건축,,화장실 세면대 위 대리석 균열,-
2020-03-09 06:44:04,743동 1110호,주방,건축,,주방 창문 개폐불량,-
2020-02-02 14:31:16,188동 7428호,현관,건축,,현관문 밖 균열 & 마감 불량하니 하자 처리해주세요.,-
2019-12-25 08:42:00,732동 937호,대피공간,건축,,대피공간 방화문 이물질에 오염되어 있음,-
2021-05-22 03:58:58,961동 9451호,주방,건축,,주방 하부장 맨 오른쪽 서랍 시트지가 찢겨져서 열고 닫을 때 불편해요,-
2020-12-21 11:24:39,245동 2208호,화장실,건축,벽,화장실 휴지걸이 부착상태가 좋지 않아요.,-
2019-02-01 17:05:53,216동 9821호,거실,건축,바닥,거실 바닥이 들떠서 밟을 때 삐걱소리가 남,-
2021-12-28 14:30:38,784동 2905호,대피공간,건축,바닥,대피공간 바닥타일 부착상태 불량,-
2021-12-22 09:13:01,738동 8361호,주방,건축,,주방 냉장고 왼쪽 수납장 문 고장,-
2018-04-04 04:46:44,426동 652호,침실,건축,바닥,침실 걸레받이 오염됨,-
2022-08-23 07:45:34,513동 403호,화장실,건축,,화장실 문열고 닫을 때 소리남,-
2019-05-06 22:10:54,559동 317호,화장실,설비,,화장실 변기에서 소리 계속남,-
2022-11-02 05:34:37,992동 4413호,거실,건축,,거실 이중 창문 사이에 이물질이 많이 있음,-
2019-02-23 17:11:22,475동 1965호,화장실,설비,벽,화장실 콘센트에 코드를 꽂아도 전원이 안들어와요.,-
2018-07-19 17:56:19,655동 3710호,화장실,설비,바닥,화장실 양변기 고정상태가 불량해요.,-
2021-10-17 17:46:22,484동 8927호,침실,설비,,침실 샤워부스 유리문 손잡이 파손되어 있습니다.,-
2022-08-23 07:45:34,513동 403호,화장실,건축,,화장실 문열고 닫을 때 소리남,-
2018-09-06 20:42:23,124동 996호,,전기,벽,통신함 문 안열림,-
2022-04-25 15:14:44,448동 283호,다용도실,설비,,다용도실 수전에서 녹물이 나오고 악취가 나요,-
2022-09-04 05:44:10,398동 1260호,침실,건축,,침실 붙박이장 개폐불량,-
2020-12-07 01:37:43,874동 1011호,"침실, 거실",건축,"바닥,벽","비 올 때 침실, 거실, 쪽 창문에 물이 들어와서 벽, 바닥 곰팡이가 심해요",-
2018-08-13 15:32:00,215동 9786호,침실,건축,,침실 창문 결로가 심해서 문틀에 항상 물이 고여있어요.,-
2022-04-11 01:25:22,195동 307호,다용도실,설비,바닥,다용도실 배수구 넘침,-
2021-07-01 08:52:29,951동 8921호,거실,건축,벽,"거실 아트월부분 대리석 들뜸현상에 대한 하자처리 신청하였으나, 진행되지 않음",-
2022-11-02 19:56:45,213동 1702호,화장실,설비,바닥,화장실 배수구 물고임 현상이 심해서 냄새도 나네요,-
2021-12-22 22:54:10,336동 3265호,거실,건축,"바닥,벽",비 올 때 누수로 인해서 안에 거실 바닥까지 썩고 벽지까지 곰팡이 남,-
2021-09-19 06:28:29,548동 5519호,침실,건축,벽,"침실 벽면에 굴곡이 져있는데, 와서 확인해주세요.",-
2018-11-03 19:36:14,764동 9467호,침실,설비,천장,침실 에어컨에서 물이 떨어지고 냄새도 심하게 나요,-
2018-03-18 20:26:37,200동 9772호,거실,설비,천장,거실 스프링클러 파손,-
2018-02-17 04:52:05,717동 1095호,화장실,설비,,화장실에서 녹물이 나오고 악취가 나요,-
2019-06-27 00:48:12,368동 7715호,거실,건축,천장,거실 몰딩 깨짐,-
2020-08-03 22:09:13,385동 6943호,드레스룸,전기,천장,드레스룸 전등 부착상태가 좋지 않습니다.,-
2018-04-11 17:43:55,170동 1394호,거실,건축,벽,거실 아트월 균열,-
2021-03-25 00:23:27,315동 9512호,화장실,설비,,화장실 수전류 녹이 슬고 도색이 제대로 안됨,-
2018-08-28 22:59:19,278동 8779호,화장실,건축,,화장실 장 왼쪽 상단부 파손,-
2019-01-28 20:41:42,188동 9428호,화장실,건축,바닥,화장실 샤워기 바닥쪽 균열,-
2020-06-13 06:07:04,771동 1089호,주방,건축,,냉장고 위 상부장을 열고 닫을때 뻑뻑해요.,-
2018-05-09 12:20:12,804동 7129호,화장실,설비,,화장실 샤워부스 유리문 개폐 불량합니다.,-
2019-12-08 02:13:49,501동 6323호,현관,전기,,집 스마트 키 현관에 작동 안돼서 문 안열림,-
2020-11-27 05:53:44,461동 4978호,침실,건축,,침실 방충망 설치 자리가 반대로 되어 있어요.,-
2020-04-24 12:26:51,307동 4308호,다용도실,전기,벽,다용도실 콘센트 윗부분이 일부 파손되어 있고 부착상태가 불량해요.,-
2019-01-10 00:35:53,104동 2204호,거실,전기,벽,거실 스위치 탈착 불량합니다.,-
2018-02-13 17:14:45,717동 150호,주방,설비,,환기후드 작동불량,-
2021-10-22 08:39:12,619동 1728호,거실,건축,벽,거실 난방조절기 오작동,-
2018-01-07 19:21:43,421동 5509호,침실,건축,바닥,침실 바닥 들뜸 미처리,-
2020-09-20 05:48:57,516동 6421호,침실,건축,천장,침실 몰딩 시공이 불량해요 보수 부탁드립니다.,-
